id,university,universityNative,country,city,lat,lng,region,website,established,program_level,program_name,program_duration
3100,Malawi University of Business and Applied Sciences,Malawi University of Business and Applied Sciences,Malawi,Blantyre,,35.0058,africa,https://www.mubas.ac.mw,2012,bachelor,Land Surveying,4
3100,Malawi University of Business and Applied Sciences,Malawi University of Business and Applied Sciences,Malawi,Blantyre,,35.0058,africa,https://www.mubas.ac.mw,2012,master,Land Governance,2
3110,Taniform University,Taniform University,Cameroon,Bamenda,5.9458,10.1504,africa,https://www.taniform.org,2015,bachelor,Land & Survey,3
3120,Kenyatta University,Kenyatta University,Kenya,Nairobi,,36.9318,africa,https://www.ku.ac.ke,1985,master,Land Water Management,2
3121,Technical University of Kenya,Technical University of Kenya,Kenya,Nairobi,,36.8219,africa,https://www.tukenya.ac.ke,2013,bachelor,Land Administration,4
3121,Technical University of Kenya,Technical University of Kenya,Kenya,Nairobi,,36.8219,africa,https://www.tukenya.ac.ke,2013,master,Land Administration,2
3122,University of Nairobi,University of Nairobi,Kenya,Nairobi,,36.8172,africa,https://www.uonbi.ac.ke,1956,master,Land and Water Management,2
3123,Jaramogi Oginga Odinga University of Science and Technology,Jaramogi Oginga Odinga University of Science and Technology,Kenya,Bondo,,34.2700,africa,https://www.jooust.ac.ke,2011,bachelor,Land Use and Natural Resources Management,4
3124,Jomo Kenyatta University of Agriculture and Technology,Jomo Kenyatta University of Agriculture and Technology,Kenya,Juja,,37.0117,africa,https://www.jkuat.ac.ke,1994,bachelor,Land Use and Natural Resources Management,4
3124,Jomo Kenyatta University of Agriculture and Technology,Jomo Kenyatta University of Agriculture and Technology,Kenya,Juja,,37.0117,africa,https://www.jkuat.ac.ke,1994,master,Land Resource Planning and Management,2
3130,INES-Ruhengeri,Institut d'Enseignement Supérieur de Ruhengeri,Rwanda,Ruhengeri,,29.6346,africa,https://www.ines.ac.rw,2003,bachelor,Land Management and Valuation,4
3140,Ardhi University,Chuo Kikuu cha Ardhi,Tanzania,Dar es Salaam,,39.2083,africa,https://www.aru.ac.tz,2007,bachelor,Land Management and Valuation,4
3140,Ardhi University,Chuo Kikuu cha Ardhi,Tanzania,Dar es Salaam,,39.2083,africa,https://www.aru.ac.tz,2007,master,Land Administration,2
3141,Institute of Rural Development Planning,Taasisi ya Mipango ya Maendeleo ya Vijijini,Tanzania,Dodoma,,35.7516,africa,https://www.irdp.ac.tz,1975,bachelor,Land Management and Valuation,4
3150,University of Zambia,University of Zambia,Zambia,Lusaka,,28.3228,africa,https://www.unza.zm,1965,bachelor,Agricultural Sciences (Land Management),4
3150,University of Zambia,University of Zambia,Zambia,Lusaka,,28.3228,africa,https://www.unza.zm,1965,master,Sustainable Land and Environmental Management,2
3160,Midlands State University,Midlands State University,Zimbabwe,Gweru,,29.8167,africa,https://www.msu.ac.zw,1999,bachelor,Land and Water Resources,4
3160,Midlands State University,Midlands State University,Zimbabwe,Gweru,,29.8167,africa,https://www.msu.ac.zw,1999,master,Land and Water Resource Management,2
3160,Midlands State University,Midlands State University,Zimbabwe,Gweru,,29.8167,africa,https://www.msu.ac.zw,1999,master,Land Resource Assessment for Development Planning,2
3170,University of Botswana,University of Botswana,Botswana,Gaborone,,25.9122,africa,https://www.ub.bw,1982,bachelor,Land Management,4
3180,University of the Free State,Universiteit van die Vrystaat,South Africa,Bloemfontein,,26.1845,africa,https://www.ufs.ac.za,1904,master,Land and Property Development Management,2
3181,University of the Western Cape,Universiteit van Wes-Kaapland,South Africa,Bellville,,18.6264,africa,https://www.uwc.ac.za,1959,master,Land and Agrarian Studies,2
6000,RMIT University,RMIT University,Australia,Melbourne,,144.9643,oceania,https://www.rmit.edu.au,1887,master,Conservation and Land Management,2
6001,The University of Western Australia,The University of Western Australia,Australia,Perth,,115.8190,oceania,https://www.uwa.edu.au,1911,postgraduate,Land Administration,1
6002,Deakin University,Deakin University,Australia,Melbourne,,145.1139,oceania,https://www.deakin.edu.au,1974,master,Land and Sea Country Management,2
6003,James Cook University,James Cook University,Australia,Townsville,,146.7570,oceania,https://www.jcu.edu.au,1970,bachelor,Land and Water Management,4
6004,Swinburne University of Technology,Swinburne University of Technology,Australia,Melbourne,,145.0351,oceania,https://www.swinburne.edu.au,1908,master,Conservation and Land Management,2
6010,Lincoln University,Lincoln University,New Zealand,Lincoln,,172.4886,oceania,https://www.lincoln.ac.nz,1878,bachelor,Land and Property Management,3
6020,The University of the South Pacific,The University of the South Pacific,Fiji,Suva,,178.4434,oceania,https://www.usp.ac.fj,1968,bachelor,Land Management,4
6020,The University of the South Pacific,The University of the South Pacific,Fiji,Suva,,178.4434,oceania,https://www.usp.ac.fj,1968,master,Land Management,2
4000,Fleming College,Fleming College,Canada,Lindsay,44.3508,,northamerica,https://flemingcollege.ca,1967,master,Environmental Land Management,2
4001,The University of British Columbia,The University of British Columbia,Canada,Vancouver,49.2606,,northamerica,https://www.ubc.ca,1908,master,Master of Land and Water Systems,2
4002,University of Calgary,University of Calgary,Canada,Calgary,51.0779,,northamerica,https://www.ucalgary.ca,1966,bachelor,Professional Land Management,4
4010,"University of Technology, Jamaica","University of Technology, Jamaica",Jamaica,Kingston,18.0156,,northamerica,https://www.utech.edu.jm,1958,master,Land Management (MSc Built Environment major),2
4020,"The University of the West Indies, St. Augustine","The University of the West Indies, St. Augustine",Trinidad and Tobago,St. Augustine,10.6410,,northamerica,https://sta.uwi.edu,1960,bachelor,BSc Land Management (Valuation),4
4030,The University of Texas Permian Basin,The University of Texas Permian Basin,United States,Odessa,31.8902,,northamerica,https://www.utpb.edu,1973,bachelor,Energy Land Management (Landman),4
4031,Everglades University,Everglades University,United States,Boca Raton,26.3745,,northamerica,https://www.evergladesuniversity.edu,1990,bachelor,Land & Energy Management,4
4032,Lincoln Institute of Land Policy,Lincoln Institute of Land Policy,United States,Cambridge,42.3755,,northamerica,https://www.lincolninst.edu,1946,master,Land Policy and Sustainable Urban Development,2
4033,Marietta College,Marietta College,United States,Marietta,39.4173,,northamerica,https://www.marietta.edu,1835,bachelor,Land and Energy Management,4
4034,University of Louisiana at Lafayette,University of Louisiana at Lafayette,United States,Lafayette,30.2127,,northamerica,https://www.louisiana.edu,1898,bachelor,Professional Land & Resource Management Program,3
4034,University of Louisiana at Lafayette,University of Louisiana at Lafayette,United States,Lafayette,30.2127,,northamerica,https://www.louisiana.edu,1898,bachelor,"Environmental, Energy and Land Management",4
4035,Columbia Southern University,Columbia Southern University,United States,Orange Beach,30.2905,,northamerica,https://www.columbiasouthern.edu,1993,bachelor,Occupational Safety and Health – Energy and Land-Use Management,4
5000,Federal University of Santa Catarina,Universidade Federal de Santa Catarina,Brazil,Florianópolis,,,southamerica,https://ufsc.br,1960,master,Transport Engineering and Land Management,2
5010,University of Chile,Universidad de Chile,Chile,Santiago,,,southamerica,https://www.uchile.cl,1842,master,Soil and Water Management,2
5010,University of Chile,Universidad de Chile,Chile,Santiago,,,southamerica,https://www.uchile.cl,1842,master,Territorial Management of Natural Resources,2
